inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,school_id_clean,date_clean,has_electricity_clean,has_drinking_water_clean,has_functional_toilet_clean,has_boundary_wall_clean,has_playground_clean,infrastructure_deficit_index
INSP01372,08-Jan-2026,0206,No,True,False,1,0,Upma Guha,No remarks,SCH0206,,False,True,False,True,False,0.42857142857142855
INSP01146,2025/04/22,SCH0341,True,Y,Available,True,Nahi hai,Reyansh Yogi,Needs repair,SCH0341,2025-04-22,True,True,,True,,0.0
INSP01032,16-Jan-2026,sch_0195,True,True,Nahi hai,0,True,Aarnav Mittal,Average,SCH0195,,True,True,,False,True,0.14285714285714285
INSP00373,26.04.2025,S0524,1,False,False,haan,H,Benjamin Modi,,SCH0524,,True,False,False,True,,0.2857142857142857
INSP00668,06.07.2025,sch_0127,,Y,Hai,True,False,Qabil Desai,Needs repair,SCH0127,,,True,True,True,False,0.14285714285714285
INSP00358,02-25-2026,SCH0051,Functional,Yes,True,False,H,Ekapad Bava,Toilets locked,SCH0051,,True,True,True,False,,0.14285714285714285
INSP00968,02-23-2026,S0203,True,haan,True,Hai,True,Gavin Bera,Needs repair,SCH0203,,True,True,True,True,True,0.0
INSP01354,20/04/2025,SCH0506,Haan,True,Y,Y,False,Irya Amble,Average,SCH0506,,True,True,True,True,False,0.14285714285714285
INSP01036,2026-01-24,SCH0586,Working,Yes,H,Hai,haan,Jack Rai,,SCH0586,,True,True,,True,True,0.0
INSP00471,06-12-2025,SCH-0042,Working,Functional,haan,True,,,No remarks,SCH0042,,True,True,True,True,,0.0
INSP01397,13.02.2026,SCH-0596,False,True,Hai,Kharab,False,Hamsini Sekhon,Good condition,SCH0596,,False,True,True,False,False,0.42857142857142855
INSP02756,2025-05-21,sch0252,True,No,True,,True,Saksham Hora,,SCH0252,,True,False,True,,True,0.14285714285714285
INSP01550,08/11/2025,SCH0403,False,,0,True,H,Teerth Narain,No remarks,SCH0403,,False,,False,True,,0.2857142857142857
INSP01257,18-Sep-2025,sch_0192,haan,Hai,Nahi hai,Nahi,Broken,,Needs repair,SCH0192,,True,True,,False,False,0.2857142857142857
INSP02095,07.06.2025,sch_0258,True,1,Hai,Kharab,True,Bakhshi Bali,Good condition,SCH0258,,True,True,True,False,True,0.14285714285714285
INSP01556,18-Mar-2026,SCH0331,True,True,True,True,1,,Needs repair,SCH0331,,True,True,True,True,True,0.0
INSP02722,12-01-2025,sch_0084,Working,1,True,False,False,Madhav Dhawan,Good condition,SCH0084,,True,True,True,False,False,0.2857142857142857
INSP01251,10-24-2025,SCH0232,True,1,Working,False,False,Ekanta Kuruvilla,Good condition,SCH0232,,True,True,True,False,False,0.2857142857142857
INSP01700,07.12.2025,SCH-0208,Nahi hai,True,True,False,False,Kamala Murty,Average,SCH0208,,,True,True,False,False,0.2857142857142857
INSP01253,04/05/2025,SCH-0421,haan,Yes,,True,,,,SCH0421,,True,True,,True,,0.0
INSP02923,28/08/2025,S0344,True,True,Functional,False,False,Darpan Dhaliwal,No remarks,SCH0344,,True,True,True,False,False,0.2857142857142857
INSP00080,01.10.2025,SCH0526,False,Nahi hai,False,True,Nahi,Jasmit Sampath,Average,SCH0526,,False,,False,True,False,0.42857142857142855
INSP01173,01-11-2026,sch0398,False,1,Yes,True,True,,Good condition,SCH0398,,False,True,True,True,True,0.14285714285714285
INSP00815,2025/09/22,sch0419,True,True,True,True,True,Ayaan Din,Toilets locked,SCH0419,2025-09-22,True,True,True,True,True,0.0
INSP01853,16/08/2025,sch_0132,True,,True,False,True,Advik Korpal,Good condition,SCH0132,,True,,True,False,True,0.14285714285714285
INSP02221,26.03.2026,sch_0499,False,Functional,,haan,0,,Good condition,SCH0499,,False,True,,True,False,0.2857142857142857
INSP02765,2025/09/11,SCH0103,na,1,True,False,No,Pratyush Khosla,No remarks,SCH0103,2025-09-11,,True,True,False,False,0.2857142857142857
INSP02106,04-07-2025,SCH-0466,Y,True,True,True,Y,Elijah Dugar,Good condition,SCH0466,,True,True,True,True,True,0.0
INSP00134,2025/04/24,sch_0266,True,True,True,Haan,False,Hredhaan Shere,Needs repair,SCH0266,2025-04-24,True,True,True,True,False,0.14285714285714285
INSP01141,09-23-2025,SCH-0018,True,H,True,N,Nahi,,,SCH0018,,True,,True,False,False,0.2857142857142857
INSP00934,2026/01/24,SCH0156,H,Working,Hai,True,False,Nitesh Varughese,Toilets locked,SCH0156,2026-01-24,,True,True,True,False,0.14285714285714285
INSP00929,2025/04/01,sch_0534,Hai,0,,,N,Noah Deol,No remarks,SCH0534,2025-04-01,True,False,,,False,0.2857142857142857
INSP00824,2025-11-17,SCH0427,True,Functional,Haan,,,Harsh Konda,Average,SCH0427,,True,True,True,,,0.0
INSP01532,2025-12-05,SCH-0003,True,Yes,H,True,Working,Bakhshi Butala,Toilets locked,SCH0003,,True,True,,True,True,0.0
INSP01215,28/06/2025,SCH0143,False,Functional,N,True,N,Jason Gill,Average,SCH0143,,False,True,False,True,False,0.42857142857142855
INSP00505,25-Feb-2026,SCH0109,False,True,True,Working,Nahi hai,Ekavir Tara,,SCH0109,,False,True,True,True,,0.14285714285714285
INSP02046,12.04.2025,sch_0228,Under Repair,No,1,True,Yes,Warda Mander,Needs repair,SCH0228,,,False,True,True,True,0.14285714285714285
INSP02396,12/09/2025,SCH-0579,False,1,True,False,False,Alka Dua,Needs repair,SCH0579,,False,True,True,False,False,0.42857142857142855
INSP01997,14/06/2025,sch0142,H,True,Functional,True,,,Needs repair,SCH0142,,,True,True,True,,0.0
INSP02435,17-Apr-2025,0249,Available,na,True,False,True,,Average,SCH0249,,,,True,False,True,0.14285714285714285
INSP01959,22.05.2025,SCH0567,Not Available,False,True,1,Haan,Hredhaan Madan,Good condition,SCH0567,,,False,True,True,True,0.14285714285714285
INSP01385,2025/11/18,S0212,True,Available,True,Yes,Nahi,Shravya Aggarwal,No remarks,SCH0212,2025-11-18,True,,True,True,False,0.14285714285714285
INSP00895,2026-01-17,SCH-0204,True,True,1,False,False,Vasana Chaudhuri,No remarks,SCH0204,,True,True,True,False,False,0.2857142857142857
INSP00829,14.11.2025,SCH0086,True,Haan,No,True,Yes,Amara Choudhry,Good condition,SCH0086,,True,True,False,True,True,0.14285714285714285
INSP00052,2025-12-07,SCH-0320,False,True,Yes,Nahi,Kharab,Daksha Kapadia,Good condition,SCH0320,,False,True,True,False,False,0.42857142857142855
INSP02524,2025-04-23,SCH0558,True,Functional,True,1,No,Harrison Bhatnagar,Good condition,SCH0558,,True,True,True,True,False,0.14285714285714285
INSP01684,2025-09-19,SCH0248,Haan,True,True,False,True,Ekalinga Sachdeva,,SCH0248,,True,True,True,False,True,0.14285714285714285
INSP02707,12-03-2025,SCH0472,True,True,Hai,True,,Aarush Agate,Toilets locked,SCH0472,,True,True,True,True,,0.0
INSP01764,2026-01-31,sch_0019,Yes,True,haan,,Yes,,Good condition,SCH0019,,True,True,True,,True,0.0
INSP02643,07-31-2025,SCH0183,Haan,Hai,Haan,haan,True,Samuel Dugar,Needs repair,SCH0183,,True,True,True,True,True,0.0
INSP00653,2026-02-07,SCH0572,Yes,True,Nahi,N,False,Aarini Narasimhan,,SCH0572,,True,True,False,False,False,0.42857142857142855
INSP00173,06.07.2025,S0151,H,Y,Working,True,,,Good condition,SCH0151,,,True,True,True,,0.0
INSP00039,2025-09-18,SCH0246,No,Y,na,Y,H,Ikshita Lanka,Needs repair,SCH0246,,False,True,,True,,0.14285714285714285
INSP01331,10.12.2025,SCH0498,1,Yes,False,Available,Yes,Nitesh Baria,No remarks,SCH0498,,True,True,False,,True,0.14285714285714285
INSP00714,24/01/2026,SCH0147,True,Yes,haan,,True,Anamika Borde,No remarks,SCH0147,,True,True,True,,True,0.0
INSP00091,06-Jan-2026,SCH0496,haan,True,False,True,True,Triveni Rao,Average,SCH0496,,True,True,False,True,True,0.14285714285714285
INSP00046,14-Nov-2025,S0280,True,H,True,Y,No,Naksh Ray,Good condition,SCH0280,,True,,True,True,False,0.14285714285714285
INSP01206,17.07.2025,sch_0278,H,Hai,True,Haan,False,,No remarks,SCH0278,,,True,True,True,False,0.14285714285714285
INSP02603,2025/09/15,sch0203,True,False,haan,1,True,Qushi Merchant,Needs repair,SCH0203,2025-09-15,True,False,True,True,True,0.14285714285714285
INSP02718,20/02/2026,SCH-0318,H,True,,True,False,Manan Joshi,Good condition,SCH0318,,,True,,True,False,0.14285714285714285
INSP01828,2026-01-25,SCH0586,True,True,haan,True,N,,Average,SCH0586,,True,True,True,True,False,0.14285714285714285
INSP01156,03/08/2025,SCH0214,True,True,Broken,False,False,Logan Kuruvilla,Needs repair,SCH0214,,True,True,False,False,False,0.42857142857142855
INSP01325,2026-03-13,SCH0278,True,Haan,Y,Hai,False,Isaac Prabhakar,Average,SCH0278,,True,True,True,True,False,0.14285714285714285
INSP00217,2026/02/18,sch_0082,Functional,haan,Yes,True,False,Ekani Sahni,No remarks,SCH0082,2026-02-18,True,True,True,True,False,0.14285714285714285
INSP00511,2026-01-20,SCH0265,False,True,False,Nahi hai,No,Turvi Sundaram,Toilets locked,SCH0265,,False,True,False,,False,0.42857142857142855
INSP01681,10-Jul-2025,sch0037,Yes,Hai,Kharab,True,0,Anjali Dua,Good condition,SCH0037,,True,True,False,True,False,0.2857142857142857
INSP00500,2025/08/23,SCH-0062,na,True,Broken,Functional,H,Ekta Pandey,,SCH0062,2025-08-23,,True,False,True,,0.14285714285714285
INSP02609,10.09.2025,SCH-0057,True,,0,True,0,Manbir Sood,No remarks,SCH0057,,True,,False,True,False,0.2857142857142857
INSP01857,04-11-2025,SCH0436,False,True,True,False,haan,Amol Dutta,Needs repair,SCH0436,,False,True,True,False,True,0.2857142857142857
INSP01389,2025-05-26,S0306,Yes,haan,True,na,Y,Omaja Bal,No remarks,SCH0306,,True,True,True,,True,0.0
INSP01520,23-Apr-2025,SCH0498,Nahi hai,True,H,False,False,,Toilets locked,SCH0498,,,True,,False,False,0.2857142857142857
INSP02387,11.07.2025,sch0062,H,1,False,Y,False,Unni Chauhan,Needs repair,SCH0062,,,True,False,True,False,0.2857142857142857
INSP02861,16/08/2025,sch0016,Functional,True,Nahi hai,Haan,True,Vrishti Goel,Toilets locked,SCH0016,,True,True,,True,True,0.0
INSP02077,07-17-2025,sch0077,,False,True,True,False,David Patel,Average,SCH0077,,,False,True,True,False,0.2857142857142857
INSP01541,23.01.2026,SCH0123,False,na,True,True,True,Yagnesh Buch,Average,SCH0123,,False,,True,True,True,0.14285714285714285
INSP01218,12-Dec-2025,SCH0433,True,True,True,True,False,Priya Sen,,SCH0433,,True,True,True,True,False,0.14285714285714285
INSP01417,07-19-2025,SCH0094,haan,True,Yes,True,,Reyansh Tara,Needs repair,SCH0094,,True,True,True,True,,0.0
INSP02218,2026-01-26,SCH0013,True,Hai,True,True,True,Yashodhara Gopal,Average,SCH0013,,True,True,True,True,True,0.0
INSP02650,04-Nov-2025,SCH0582,1,True,Functional,,No,Nicholas Garg,Toilets locked,SCH0582,,True,True,True,,False,0.14285714285714285
INSP01677,2025-10-19,sch_0599,True,1,Yes,False,True,Tanvi Kannan,Average,SCH0599,,True,True,True,False,True,0.14285714285714285
INSP01198,28.04.2025,SCH0322,True,haan,na,False,No,Panini Narang,Needs repair,SCH0322,,True,True,,False,False,0.2857142857142857
INSP01543,2025/04/23,SCH-0365,1,,True,False,False,Vritti Bassi,Average,SCH0365,2025-04-23,True,,True,False,False,0.2857142857142857
INSP02540,06-22-2025,SCH0230,Yes,H,True,True,True,Hemal Jain,Good condition,SCH0230,,True,,True,True,True,0.0
INSP00954,30/10/2025,sch_0158,1,True,Haan,False,,Vritti Tara,Average,SCH0158,,True,True,True,False,,0.14285714285714285
INSP00751,2025-08-23,SCH0538,Not Available,Yes,Yes,na,True,Lohit Karpe,Needs repair,SCH0538,,,True,True,,True,0.0
INSP00235,10/04/2025,sch_0222,na,Haan,,na,,Isha Devan,Toilets locked,SCH0222,,,True,,,,0.0
INSP00733,2025/04/04,0235,True,Haan,Y,N,False,Anamika Srivastava,No remarks,SCH0235,2025-04-04,True,True,True,False,False,0.2857142857142857
INSP01269,2025/10/04,sch0488,haan,True,True,na,,Ojasvi Rattan,,SCH0488,2025-10-04,True,True,True,,,0.0
INSP01157,11.08.2025,SCH0361,Y,True,Nahi hai,Yes,haan,Wishi Bhardwaj,Good condition,SCH0361,,True,True,,True,True,0.0
INSP02706,2026/02/28,SCH0450,False,True,haan,0,1,Yoshita Jani,Good condition,SCH0450,2026-02-28,False,True,True,False,True,0.2857142857142857
INSP02446,01.05.2025,sch_0338,Haan,False,True,1,Haan,Urmi Thakur,Toilets locked,SCH0338,,True,False,True,True,True,0.14285714285714285
INSP01210,02-04-2026,S0287,False,Yes,Y,True,H,,Good condition,SCH0287,,False,True,True,True,,0.14285714285714285
INSP01066,16.10.2025,sch0334,Available,Yes,True,False,False,Zarna Oommen,Needs repair,SCH0334,,,True,True,False,False,0.2857142857142857
INSP02157,25/01/2026,SCH0488,True,Y,Nahi hai,Y,No,Samaksh Pant,Toilets locked,SCH0488,,True,True,,True,False,0.14285714285714285
INSP01063,2025-05-30,0554,True,Kharab,True,na,Y,Siddharth Divan,No remarks,SCH0554,,True,False,True,,True,0.14285714285714285
INSP01168,2025-10-11,SCH-0442,False,True,1,Hai,True,Ranveer Yohannan,Average,SCH0442,,False,True,True,True,True,0.14285714285714285
INSP01493,04/12/2025,SCH-0330,True,Yes,True,True,Y,Chaitanya Chand,Average,SCH0330,,True,True,True,True,True,0.0
INSP02604,14.04.2025,SCH-0411,True,True,Functional,Yes,Yes,Anay Karan,,SCH0411,,True,True,True,True,True,0.0
INSP00885,2025-11-12,SCH0531,,True,Haan,False,False,,Good condition,SCH0531,,,True,True,False,False,0.2857142857142857
INSP00144,22.05.2025,SCH0229,Hai,Y,Nahi hai,No,True,Brijesh Yadav,Toilets locked,SCH0229,,True,True,,False,True,0.14285714285714285
INSP02478,15/02/2026,sch0452,False,Available,True,na,False,Arjun Andra,Average,SCH0452,,False,,True,,False,0.2857142857142857
INSP00851,17/01/2026,0412,,True,True,na,Yes,Devansh Sanghvi,,SCH0412,,,True,True,,True,0.0
INSP00718,09.09.2025,sch0555,Y,H,Haan,True,na,,No remarks,SCH0555,,True,,True,True,,0.0
INSP02985,04.12.2025,sch_0271,True,True,H,False,Nahi,Adya Vasa,Average,SCH0271,,True,True,,False,False,0.2857142857142857
INSP02503,08/06/2025,SCH0196,False,Yes,Yes,True,Y,Lavanya Talwar,No remarks,SCH0196,,False,True,True,True,True,0.14285714285714285
INSP00265,13-Jun-2025,sch_0321,Functional,,,True,Under Repair,Chavvi Upadhyay,No remarks,SCH0321,,True,,,True,,0.0
INSP00076,2026/01/22,S0330,True,True,Yes,Yes,No,Girik Venkatesh,,SCH0330,2026-01-22,True,True,True,True,False,0.14285714285714285
INSP02493,16.11.2025,S0339,True,Kharab,True,Hai,Functional,Meghana Sehgal,No remarks,SCH0339,,True,False,True,True,True,0.14285714285714285
INSP00396,2025/10/19,S0593,True,Yes,False,No,True,Chandran Solanki,,SCH0593,2025-10-19,True,True,False,False,True,0.2857142857142857
INSP02678,11-19-2025,SCH0451,True,True,True,False,True,Fariq Dixit,No remarks,SCH0451,,True,True,True,False,True,0.14285714285714285
INSP02225,2025-10-18,sch_0263,False,Haan,True,False,False,Falguni Ramanathan,Toilets locked,SCH0263,,False,True,True,False,False,0.42857142857142855
INSP02942,2025-07-02,SCH0254,False,False,True,,False,Yash Bhakta,Average,SCH0254,,False,False,True,,False,0.42857142857142855
INSP00397,28.08.2025,sch_0572,True,Hai,,False,False,Gaurang Soni,Toilets locked,SCH0572,,True,True,,False,False,0.2857142857142857
INSP01366,14.07.2025,sch_0012,1,False,Under Repair,Nahi hai,,,Needs repair,SCH0012,,True,False,,,,0.14285714285714285
INSP02631,2026/03/04,sch0527,False,True,H,Hai,,Ayushman Apte,Toilets locked,SCH0527,2026-03-04,False,True,,True,,0.14285714285714285
INSP01904,14-Feb-2026,SCH-0289,Nahi hai,True,na,haan,False,Chaman Hans,Needs repair,SCH0289,,,True,,True,False,0.14285714285714285
INSP00596,12-14-2025,0055,Hai,0,1,True,False,Sanya Bhargava,No remarks,SCH0055,,True,False,True,True,False,0.2857142857142857
INSP02110,10/07/2025,SCH0565,Working,Working,Yes,0,Kharab,Jagdish Kothari,Good condition,SCH0565,,True,True,True,False,False,0.2857142857142857
INSP01297,08-02-2025,SCH0020,Hai,Available,True,1,N,Krish Chaudry,Toilets locked,SCH0020,,True,,True,True,False,0.14285714285714285
INSP01822,05.05.2025,SCH0073,N,Haan,Hai,No,Yes,Tanmayi Sridhar,Toilets locked,SCH0073,,False,True,True,False,True,0.2857142857142857
INSP00873,09.09.2025,sch_0507,Hai,haan,True,True,N,Vrinda Halder,No remarks,SCH0507,,True,True,True,True,False,0.14285714285714285
INSP02902,19.04.2025,SCH0217,1,True,H,Y,True,Chasmum Sheth,,SCH0217,,True,True,,True,True,0.0
INSP02327,2025-11-04,sch0273,True,,Working,True,True,,Good condition,SCH0273,,True,,True,True,True,0.0
INSP01549,06/09/2025,SCH-0328,True,True,True,No,Nahi,Pranav Tata,Needs repair,SCH0328,,True,True,True,False,False,0.2857142857142857
INSP00037,27.06.2025,S0369,False,False,True,H,Yes,Forum Tata,No remarks,SCH0369,,False,False,True,,True,0.2857142857142857
INSP02658,2026-03-13,sch_0515,Functional,True,haan,True,False,Nathan Jain,Good condition,SCH0515,,True,True,True,True,False,0.14285714285714285
INSP02144,10-Jun-2025,sch0315,Available,Y,Y,True,0,Krishna Munshi,Needs repair,SCH0315,,,True,True,True,False,0.14285714285714285
INSP02689,11-Feb-2026,SCH0028,Working,True,Nahi,True,Available,,,SCH0028,,True,True,False,True,,0.14285714285714285
INSP00978,2026-03-10,SCH0041,True,True,Haan,True,True,Sai Prasad,No remarks,SCH0041,,True,True,True,True,True,0.0
INSP01572,2025/05/31,SCH-0442,False,1,True,False,False,Lucky Khurana,No remarks,SCH0442,2025-05-31,False,True,True,False,False,0.42857142857142855
INSP01123,04-16-2025,SCH0003,True,True,1,False,True,Omaja Shanker,Average,SCH0003,,True,True,True,False,True,0.14285714285714285
INSP02240,28-Apr-2025,SCH0160,1,haan,1,H,Nahi,Prisha Raghavan,Good condition,SCH0160,,True,True,True,,False,0.14285714285714285
INSP02505,2025/12/16,SCH0461,False,True,Haan,Working,True,Oliver Goda,Good condition,SCH0461,2025-12-16,False,True,True,True,True,0.14285714285714285
INSP01893,28.02.2026,SCH0560,Haan,Hai,Hai,na,,Yash Singh,Average,SCH0560,,True,True,True,,,0.0
INSP00676,09-11-2025,SCH-0514,,True,False,H,False,Sudiksha Thaker,Average,SCH0514,,,True,False,,False,0.2857142857142857
INSP00729,02-09-2026,S0555,1,True,Y,haan,True,Yashasvi Parsa,No remarks,SCH0555,,True,True,True,True,True,0.0
INSP00413,21-Apr-2025,sch_0468,Not Available,haan,Yes,True,False,,Average,SCH0468,,,True,True,True,False,0.14285714285714285
INSP01517,10-11-2025,SCH0208,True,True,False,False,True,Lohit Shenoy,Needs repair,SCH0208,,True,True,False,False,True,0.2857142857142857
INSP01650,19/07/2025,S0566,True,True,False,Nahi,Y,Ria Dyal,Toilets locked,SCH0566,,True,True,False,False,True,0.2857142857142857
INSP00826,2026-02-10,SCH0062,na,H,True,Nahi hai,H,Upasna Badal,Average,SCH0062,,,,True,,,0.0
INSP00617,08-29-2025,sch_0474,False,Available,1,True,N,Peter Gulati,No remarks,SCH0474,,False,,True,True,False,0.2857142857142857
INSP00115,19-Jan-2026,SCH-0070,Not Available,Y,Hai,Y,1,Wriddhish Shere,Toilets locked,SCH0070,,,True,True,True,True,0.0
INSP00418,17.02.2026,SCH0265,True,haan,True,Functional,True,,,SCH0265,,True,True,True,True,True,0.0
INSP01626,16.05.2025,sch_0196,True,H,,True,True,Harish Pathak,Good condition,SCH0196,,True,,,True,True,0.0
INSP02002,17/03/2026,SCH-0175,Nahi hai,1,True,1,False,Yutika Dugar,Good condition,SCH0175,,,True,True,True,False,0.14285714285714285
INSP00090,2026-02-13,SCH0175,Haan,False,True,False,Yes,Nidra Goswami,Toilets locked,SCH0175,,True,False,True,False,True,0.2857142857142857
INSP02083,2025/06/11,sch0441,True,Working,Nahi,Under Repair,False,Januja Rajagopal,Toilets locked,SCH0441,2025-06-11,True,True,False,,False,0.2857142857142857
INSP00754,11-17-2025,SCH0437,0,,H,False,False,,,SCH0437,,False,,,False,False,0.42857142857142855
INSP02547,25.09.2025,sch_0331,True,Haan,True,No,False,Anjali Handa,Toilets locked,SCH0331,,True,True,True,False,False,0.2857142857142857
INSP01631,16/06/2025,SCH-0016,Y,Kharab,1,na,False,Abeer Vora,Good condition,SCH0016,,True,False,True,,False,0.2857142857142857
INSP00012,2025-10-18,SCH0202,True,False,True,Y,No,Pavani Nair,Toilets locked,SCH0202,,True,False,True,True,False,0.2857142857142857
INSP02445,16/04/2025,SCH0533,True,True,haan,False,Yes,Omisha Konda,Good condition,SCH0533,,True,True,True,False,True,0.14285714285714285
INSP00285,20.09.2025,sch_0327,N,Hai,True,haan,H,Gauri Gill,Good condition,SCH0327,,False,True,True,True,,0.14285714285714285
INSP01067,26.02.2026,SCH-0080,True,True,False,True,False,Bhavna Modi,Needs repair,SCH0080,,True,True,False,True,False,0.2857142857142857
INSP01192,16-Jun-2025,SCH0600,True,True,Haan,True,False,,No remarks,SCH0600,,True,True,True,True,False,0.14285714285714285
INSP01441,2025-06-06,sch0133,True,Y,True,,,Harsh Vohra,Needs repair,SCH0133,,True,True,True,,,0.0
INSP02944,2025-12-26,SCH0334,True,True,Available,True,Haan,Chanakya Wagle,Needs repair,SCH0334,,True,True,,True,True,0.0
INSP02943,2026-02-15,sch_0206,True,True,True,False,Yes,Ranveer Mani,Toilets locked,SCH0206,,True,True,True,False,True,0.14285714285714285
INSP02850,2025-10-13,0204,haan,True,haan,True,,Jeremiah Buch,Average,SCH0204,,True,True,True,True,,0.0
INSP01569,20/10/2025,SCH0189,True,haan,False,True,False,,,SCH0189,,True,True,False,True,False,0.2857142857142857
INSP02428,10/01/2026,SCH0254,Nahi,Yes,1,Hai,N,Dayamai Yadav,Needs repair,SCH0254,,False,True,True,True,False,0.2857142857142857
INSP02710,09/10/2025,sch_0447,False,Y,H,N,Hai,Alka Mani,Toilets locked,SCH0447,,False,True,,False,True,0.2857142857142857
INSP01688,2025-07-29,sch0466,Y,False,Hai,False,True,Mason Bahl,Average,SCH0466,,True,False,True,False,True,0.2857142857142857
INSP00852,2025-09-05,sch0435,False,True,haan,Available,False,Triveni Bhagat,Toilets locked,SCH0435,,False,True,True,,False,0.2857142857142857
INSP02208,2025/04/05,SCH0390,False,True,True,False,True,Dev Char,Needs repair,SCH0390,2025-04-05,False,True,True,False,True,0.2857142857142857
INSP00896,22/06/2025,S0132,True,Yes,Y,True,0,Advaith Grewal,Needs repair,SCH0132,,True,True,True,True,False,0.14285714285714285
INSP00497,22.12.2025,SCH-0510,Nahi hai,True,True,Haan,False,,Needs repair,SCH0510,,,True,True,True,False,0.14285714285714285
INSP02306,17-Dec-2025,SCH0100,Hai,Hai,False,False,False,Mason Lal,Average,SCH0100,,True,True,False,False,False,0.42857142857142855
INSP01783,20-May-2025,S0474,Available,True,False,Haan,False,Bishakha Narain,No remarks,SCH0474,,,True,False,True,False,0.2857142857142857
INSP00336,24/08/2025,sch_0132,Haan,haan,True,Nahi,False,Dayita Sibal,Toilets locked,SCH0132,,True,True,True,False,False,0.2857142857142857
INSP00516,2025/05/10,SCH0197,True,1,Haan,True,0,Nimrat Chada,,SCH0197,2025-05-10,True,True,True,True,False,0.14285714285714285
INSP01349,30/06/2025,SCH0249,Yes,False,True,N,N,Abhiram Radhakrishnan,No remarks,SCH0249,,True,False,True,False,False,0.42857142857142855
INSP01016,2025/07/20,SCH0029,True,True,True,True,False,Joshua Bali,Good condition,SCH0029,2025-07-20,True,True,True,True,False,0.14285714285714285
INSP02951,2025/05/04,SCH0061,Working,haan,False,False,False,Abhimanyu Srivastava,Good condition,SCH0061,2025-05-04,True,True,False,False,False,0.42857142857142855
INSP01262,22/07/2025,sch0195,Hai,Y,False,Hai,Haan,Joshua Sastry,Toilets locked,SCH0195,,True,True,False,True,True,0.14285714285714285
INSP01782,10-04-2025,sch_0100,True,True,Functional,True,Working,Siddharth Sarin,,SCH0100,,True,True,True,True,True,0.0
INSP02570,2026/03/22,S0028,Y,False,Yes,Nahi,True,Kalpit Bava,Needs repair,SCH0028,2026-03-22,True,False,True,False,True,0.2857142857142857
INSP01786,2025-11-27,SCH0166,1,,Yes,Functional,Working,Pahal Venkataraman,Average,SCH0166,,True,,True,True,True,0.0
INSP02071,30.10.2025,sch_0396,True,True,Yes,1,True,Vrinda Parmar,Toilets locked,SCH0396,,True,True,True,True,True,0.0
INSP00357,16/05/2025,SCH0010,Haan,Working,True,False,Kharab,Yashvi Bhat,No remarks,SCH0010,,True,True,True,False,False,0.2857142857142857
INSP02995,2025/06/21,0598,1,True,Hai,Y,False,Zilmil Contractor,,SCH0598,2025-06-21,True,True,True,True,False,0.14285714285714285
INSP01313,24/09/2025,SCH0600,Under Repair,False,True,Haan,Nahi hai,William Pall,Toilets locked,SCH0600,,,False,True,True,,0.14285714285714285
INSP01636,02-27-2026,0187,,Y,True,True,Working,Reva Venkatesh,Toilets locked,SCH0187,,,True,True,True,True,0.0
INSP00551,2025/04/09,SCH0036,False,haan,True,1,Nahi hai,Vinaya Shukla,Good condition,SCH0036,2025-04-09,False,True,True,True,,0.14285714285714285
INSP02389,2025-07-06,sch0273,1,na,Yes,True,H,Wishi Baral,No remarks,SCH0273,,True,,True,True,,0.0
INSP02480,2025-12-18,SCH0055,H,Y,Haan,Kharab,Nahi,Kamya Swamy,Average,SCH0055,,,True,True,False,False,0.2857142857142857
INSP02522,18/04/2025,S0393,Nahi hai,True,True,Nahi,Y,Keya Karnik,,SCH0393,,,True,True,False,True,0.14285714285714285
INSP02266,21/12/2025,SCH-0089,H,1,Y,True,True,,No remarks,SCH0089,,,True,True,True,True,0.0
INSP01228,2025-11-05,SCH0142,False,na,True,False,True,,Average,SCH0142,,False,,True,False,True,0.2857142857142857
INSP02818,2026-03-25,SCH0585,True,True,Haan,Yes,True,Rayaan Nori,Average,SCH0585,,True,True,True,True,True,0.0
INSP00958,02-28-2026,SCH-0125,Haan,Y,0,True,No,Veer Andra,Good condition,SCH0125,,True,True,False,True,False,0.2857142857142857
INSP01774,26/01/2026,0004,Nahi,Kharab,Yes,Y,False,Irya Devan,No remarks,SCH0004,,False,False,True,True,False,0.42857142857142855
INSP02142,25/05/2025,sch0089,True,Y,True,Nahi,N,Gauri Sangha,No remarks,SCH0089,,True,True,True,False,False,0.2857142857142857
INSP01009,10-13-2025,sch_0106,Nahi hai,H,Y,True,True,,Needs repair,SCH0106,,,,True,True,True,0.0
INSP01093,02-27-2026,SCH0073,H,True,H,Haan,True,,Good condition,SCH0073,,,True,,True,True,0.0
INSP02907,07-Sep-2025,0288,True,False,,True,Nahi hai,Dominic Dua,Average,SCH0288,,True,False,,True,,0.14285714285714285
INSP00997,14/06/2025,sch_0599,True,True,Available,True,Nahi,Wriddhish Jaggi,Toilets locked,SCH0599,,True,True,,True,False,0.14285714285714285
INSP01680,07-06-2025,SCH-0107,True,True,Yes,False,No,Mohini Choudhury,Good condition,SCH0107,,True,True,True,False,False,0.2857142857142857
INSP00154,01.06.2025,SCH0260,,No,haan,0,False,Ladli Dora,Toilets locked,SCH0260,,,False,True,False,False,0.42857142857142855
INSP02925,06/04/2025,0296,0,Hai,Broken,1,False,Aarav Chad,Good condition,SCH0296,,False,True,False,True,False,0.42857142857142855
